Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:18360, Double Niobium-Titanium Plate
gregtech:gt.metaitem.01:18361, Double Chromium Dioxide Plate
gregtech:gt.metaitem.01:18362, Double Knightmetal Plate
gregtech:gt.metaitem.01:18363, Double Tin Alloy Plate
gregtech:gt.metaitem.01:18364, Double Dark Steel Plate
gregtech:gt.metaitem.01:18370, Double Tungstencarbide Plate
gregtech:gt.metaitem.01:18371, Double Vanadiumsteel Plate
gregtech:gt.metaitem.01:18372, Double HSS-G Plate
gregtech:gt.metaitem.01:18373, Double HSS-E Plate
gregtech:gt.metaitem.01:18374, Double HSS-S Plate
gregtech:gt.metaitem.01:18470, Double Epoxid Plate
gregtech:gt.metaitem.01:18471, Double Silicone Plate
gregtech:gt.metaitem.01:18472, Double Polycaprolactam Plate
gregtech:gt.metaitem.01:18473, Double Polytetrafluoroethylene Plate
gregtech:gt.metaitem.01:18489, Double Vulcanite Plate
gregtech:gt.metaitem.01:18490, Double Infuscolium Plate
gregtech:gt.metaitem.01:18521, Double Force Plate
gregtech:gt.metaitem.01:18770, Double Endium Plate
gregtech:gt.metaitem.01:18829, Double Deep Iron Plate
gregtech:gt.metaitem.01:18879, Paperboard
gregtech:gt.metaitem.01:18884, Double Desh Plate
gregtech:gt.metaitem.01:18950, Double Ignatius Plate
gregtech:gt.metaitem.01:18951, Double Vyroxeres Plate
gregtech:gt.metaitem.01:18952, Double Ceruclase Plate
gregtech:gt.metaitem.01:18953, Double Kalendrite Plate
gregtech:gt.metaitem.01:18954, Double Inolashite Plate
gregtech:gt.metaitem.01:18955, Double Sanguinite Plate
gregtech:gt.metaitem.01:18956, Double Tartarite Plate
gregtech:gt.metaitem.01:18957, Double Hepatizon Plate
gregtech:gt.metaitem.01:18958, Double Angmallen Plate
gregtech:gt.metaitem.01:18959, Double Eximite Plate
gregtech:gt.metaitem.01:18960, Double Prometheum Plate
gregtech:gt.metaitem.01:18961, Double Oureclase Plate
gregtech:gt.metaitem.01:18962, Double Carmot Plate
gregtech:gt.metaitem.01:18963, Double Haderoth Plate
gregtech:gt.metaitem.01:18964, Double Celenegil Plate
gregtech:gt.metaitem.01:18965, Double Atlarus Plate
gregtech:gt.metaitem.01:18966, Double Orichalcum Plate
gregtech:gt.metaitem.01:19006, Triple Lithium Plate
gregtech:gt.metaitem.01:19008, Triple Beryllium Plate
gregtech:gt.metaitem.01:19010, Triple Carbon Plate
gregtech:gt.metaitem.01:19018, Triple Magnesium Plate
gregtech:gt.metaitem.01:19019, Triple Aluminium Plate
gregtech:gt.metaitem.01:19020, Triple Silicon Plate
gregtech:gt.metaitem.01:19025, Triple Potassium Plate
gregtech:gt.metaitem.01:19027, Triple Scandium Plate
gregtech:gt.metaitem.01:19028, Triple Titanium Plate
gregtech:gt.metaitem.01:19029, Triple Vanadium Plate
gregtech:gt.metaitem.01:19030, Triple Chrome Plate
gregtech:gt.metaitem.01:19031, Triple Manganese Plate
gregtech:gt.metaitem.01:19032, Triple Iron Plate
gregtech:gt.metaitem.01:19033, Triple Cobalt Plate
gregtech:gt.metaitem.01:19034, Triple Nickel Plate
gregtech:gt.metaitem.01:19035, Triple Copper Plate
gregtech:gt.metaitem.01:19036, Triple Zinc Plate
gregtech:gt.metaitem.01:19037, Triple Gallium Plate
gregtech:gt.metaitem.01:19039, Triple Arsenic Plate
gregtech:gt.metaitem.01:19043, Triple Rubidium Plate
gregtech:gt.metaitem.01:19045, Triple Yttrium Plate
gregtech:gt.metaitem.01:19047, Triple Niobium Plate
gregtech:gt.metaitem.01:19048, Triple Molybdenum Plate
gregtech:gt.metaitem.01:19052, Triple Palladium Plate
gregtech:gt.metaitem.01:19054, Triple Silver Plate
gregtech:gt.metaitem.01:19056, Triple Indium Plate
gregtech:gt.metaitem.01:19057, Triple Tin Plate
gregtech:gt.metaitem.01:19058, Triple Antimony Plate
gregtech:gt.metaitem.01:19059, Triple Tellurium Plate
gregtech:gt.metaitem.01:19062, Triple Caesium Plate
gregtech:gt.metaitem.01:19064, Triple Lanthanum Plate
gregtech:gt.metaitem.01:19065, Triple Cerium Plate
gregtech:gt.metaitem.01:19066, Triple Praseodymium Plate
gregtech:gt.metaitem.01:19067, Triple Neodymium Plate
gregtech:gt.metaitem.01:19068, Triple Promethium Plate
gregtech:gt.metaitem.01:19069, Triple Samarium Plate
gregtech:gt.metaitem.01:19070, Triple Europium Plate
gregtech:gt.metaitem.01:19071, Triple Gadolinium Plate
gregtech:gt.metaitem.01:19072, Triple Terbium Plate
gregtech:gt.metaitem.01:19073, Triple Dysprosium Plate
gregtech:gt.metaitem.01:19074, Triple Holmium Plate
gregtech:gt.metaitem.01:19075, Triple Erbium Plate
gregtech:gt.metaitem.01:19076, Triple Thulium Plate
gregtech:gt.metaitem.01:19077, Triple Ytterbium Plate
gregtech:gt.metaitem.01:19078, Triple Lutetium Plate
gregtech:gt.metaitem.01:19080, Triple Tantalum Plate
gregtech:gt.metaitem.01:19081, Triple Tungsten Plate
gregtech:gt.metaitem.01:19083, Triple Osmium Plate
gregtech:gt.metaitem.01:19084, Triple Iridium Plate
gregtech:gt.metaitem.01:19085, Triple Platinum Plate
gregtech:gt.metaitem.01:19086, Triple Gold Plate
gregtech:gt.metaitem.01:19089, Triple Lead Plate
gregtech:gt.metaitem.01:19090, Triple Bismuth Plate
gregtech:gt.metaitem.01:19096, Triple Thorium Plate
gregtech:gt.metaitem.01:19097, Triple Uranium 235 Plate
gregtech:gt.metaitem.01:19098, Triple Uranium 238 Plate
gregtech:gt.metaitem.01:19100, Triple Plutonium 244 Plate
gregtech:gt.metaitem.01:19101, Triple Plutonium 241 Plate
gregtech:gt.metaitem.01:19103, Triple Americium Plate
gregtech:gt.metaitem.01:19129, Triple Neutronium Plate
gregtech:gt.metaitem.01:19300, Triple Bronze Plate
gregtech:gt.metaitem.01:19301, Triple Brass Plate
gregtech:gt.metaitem.01:19302, Triple Invar Plate
gregtech:gt.metaitem.01:19303, Triple Electrum Plate
gregtech:gt.metaitem.01:19304, Triple Wrought Iron Plate
gregtech:gt.metaitem.01:19305, Triple Steel Plate
gregtech:gt.metaitem.01:19306, Triple Stainless Steel Plate
gregtech:gt.metaitem.01:19307, Triple Pig Iron Plate
gregtech:gt.metaitem.01:19308, Triple Red Alloy Plate
gregtech:gt.metaitem.01:19309, Triple Blue Alloy Plate
gregtech:gt.metaitem.01:19310, Triple Cupronickel Plate
gregtech:gt.metaitem.01:19311, Triple Nichrome Plate
gregtech:gt.metaitem.01:19312, Triple Kanthal Plate
gregtech:gt.metaitem.01:19313, Triple Magnalium Plate
gregtech:gt.metaitem.01:19314, Triple Soldering Alloy Plate
gregtech:gt.metaitem.01:19315, Triple Battery Alloy Plate
gregtech:gt.metaitem.01:19316, Triple Tungstensteel Plate
gregtech:gt.metaitem.01:19317, Triple Osmiridium Plate
gregtech:gt.metaitem.01:19318, Triple Sunnarium Plate
gregtech:gt.metaitem.01:19319, Triple Adamantium Plate
gregtech:gt.metaitem.01:19320, Triple Fluxed Electrum Plate
gregtech:gt.metaitem.01:19321, Triple Enderium Plate
gregtech:gt.metaitem.01:19322, Triple HSLA Steel Plate
gregtech:gt.metaitem.01:19323, Triple Infused Gold Plate
gregtech:gt.metaitem.01:19324, Triple Naquadah Plate
gregtech:gt.metaitem.01:19325, Triple Naquadah Alloy Plate
gregtech:gt.metaitem.01:19326, Triple Enriched Naquadah Plate
gregtech:gt.metaitem.01:19327, Triple Naquadria Plate
gregtech:gt.metaitem.01:19328, Triple Duranium Plate
gregtech:gt.metaitem.01:19329, Triple Tritanium Plate
gregtech:gt.metaitem.01:19330, Triple Thaumium Plate
gregtech:gt.metaitem.01:19331, Triple Mithril Plate
gregtech:gt.metaitem.01:19332, Triple Midasium Plate
gregtech:gt.metaitem.01:19333, Triple Astral Silver Plate
gregtech:gt.metaitem.01:19334, Triple Black Steel Plate
gregtech:gt.metaitem.01:19335, Triple Damascus Steel Plate
gregtech:gt.metaitem.01:19336, Triple Shadowiron Plate
gregtech:gt.metaitem.01:19337, Triple Shadowsteel Plate
gregtech:gt.metaitem.01:19338, Triple Ironwood Plate
gregtech:gt.metaitem.01:19339, Triple Steeleaf Plate
gregtech:gt.metaitem.01:19340, Triple Meteoric Iron Plate
gregtech:gt.metaitem.01:19341, Triple Meteoric Steel Plate
gregtech:gt.metaitem.01:19342, Triple Dark Iron Plate
gregtech:gt.metaitem.01:19343, Triple Cobalt Brass Plate
gregtech:gt.metaitem.01:19344, Triple Ultimet Plate
gregtech:gt.metaitem.01:19345, Triple Annealed Copper Plate
gregtech:gt.metaitem.01:19346, Triple Fiery Steel Plate
gregtech:gt.metaitem.01:19348, Triple Red Steel Plate
gregtech:gt.metaitem.01:19349, Triple Blue Steel Plate
gregtech:gt.metaitem.01:19350, Triple Sterling Silver Plate
gregtech:gt.metaitem.01:19351, Triple Rose Gold Plate
gregtech:gt.metaitem.01:19352, Triple Black Bronze Plate
gregtech:gt.metaitem.01:19353, Triple Bismuth Bronze Plate
gregtech:gt.metaitem.01:19354, Triple Magnetic Iron Plate
gregtech:gt.metaitem.01:19355, Triple Magnetic Steel Plate
gregtech:gt.metaitem.01:19356, Triple Magnetic Neodymium Plate
gregtech:gt.metaitem.01:19357, Triple Vanadium-Gallium Plate
gregtech:gt.metaitem.01:19358, Triple Yttrium Barium Cuprate Plate
gregtech:gt.metaitem.01:19359, Triple Niobium Nitride Plate
gregtech:gt.metaitem.01:19360, Triple Niobium-Titanium Plate
gregtech:gt.metaitem.01:19361, Triple Chromium Dioxide Plate
gregtech:gt.metaitem.01:19362, Triple Knightmetal Plate
gregtech:gt.metaitem.01:19363, Triple Tin Alloy Plate
gregtech:gt.metaitem.01:19364, Triple Dark Steel Plate
gregtech:gt.metaitem.01:19370, Triple Tungstencarbide Plate
gregtech:gt.metaitem.01:19371, Triple Vanadiumsteel Plate
gregtech:gt.metaitem.01:19372, Triple HSS-G Plate
gregtech:gt.metaitem.01:19373, Triple HSS-E Plate
gregtech:gt.metaitem.01:19374, Triple HSS-S Plate
gregtech:gt.metaitem.01:19470, Triple Epoxid Plate
gregtech:gt.metaitem.01:19471, Triple Silicone Plate
gregtech:gt.metaitem.01:19472, Triple Polycaprolactam Plate
gregtech:gt.metaitem.01:19473, Triple Polytetrafluoroethylene Plate
gregtech:gt.metaitem.01:19489, Triple Vulcanite Plate
gregtech:gt.metaitem.01:19490, Triple Infuscolium Plate
gregtech:gt.metaitem.01:19521, Triple Force Plate
gregtech:gt.metaitem.01:19770, Triple Endium Plate
gregtech:gt.metaitem.01:19829, Triple Deep Iron Plate
gregtech:gt.metaitem.01:19879, Carton
gregtech:gt.metaitem.01:19884, Triple Desh Plate
gregtech:gt.metaitem.01:19950, Triple Ignatius Plate
gregtech:gt.metaitem.01:19951, Triple Vyroxeres Plate
gregtech:gt.metaitem.01:19952, Triple Ceruclase Plate
gregtech:gt.metaitem.01:19953, Triple Kalendrite Plate
gregtech:gt.metaitem.01:19954, Triple Inolashite Plate
gregtech:gt.metaitem.01:19955, Triple Sanguinite Plate
gregtech:gt.metaitem.01:19956, Triple Tartarite Plate
gregtech:gt.metaitem.01:19957, Triple Hepatizon Plate
gregtech:gt.metaitem.01:19958, Triple Angmallen Plate
gregtech:gt.metaitem.01:19959, Triple Eximite Plate
gregtech:gt.metaitem.01:19960, Triple Prometheum Plate
gregtech:gt.metaitem.01:19961, Triple Oureclase Plate
gregtech:gt.metaitem.01:19962, Triple Carmot Plate
gregtech:gt.metaitem.01:19963, Triple Haderoth Plate
gregtech:gt.metaitem.01:19964, Triple Celenegil Plate
gregtech:gt.metaitem.01:19965, Triple Atlarus Plate
gregtech:gt.metaitem.01:19966, Triple Orichalcum Plate
gregtech:gt.metaitem.01:20006, Quadruple Lithium Plate
gregtech:gt.metaitem.01:20008, Quadruple Beryllium Plate
gregtech:gt.metaitem.01:20010, Quadruple Carbon Plate
gregtech:gt.metaitem.01:20018, Quadruple Magnesium Plate
gregtech:gt.metaitem.01:20019, Quadruple Aluminium Plate
gregtech:gt.metaitem.01:20020, Quadruple Silicon Plate
gregtech:gt.metaitem.01:20025, Quadruple Potassium Plate
gregtech:gt.metaitem.01:20027, Quadruple Scandium Plate
gregtech:gt.metaitem.01:20028, Quadruple Titanium Plate
gregtech:gt.metaitem.01:20029, Quadruple Vanadium Plate
gregtech:gt.metaitem.01:20030, Quadruple Chrome Plate
gregtech:gt.metaitem.01:20031, Quadruple Manganese Plate
gregtech:gt.metaitem.01:20032, Quadruple Iron Plate
gregtech:gt.metaitem.01:20033, Quadruple Cobalt Plate
gregtech:gt.metaitem.01:20034, Quadruple Nickel Plate
gregtech:gt.metaitem.01:20035, Quadruple Copper Plate
gregtech:gt.metaitem.01:20036, Quadruple Zinc Plate
gregtech:gt.metaitem.01:20037, Quadruple Gallium Plate
gregtech:gt.metaitem.01:20039, Quadruple Arsenic Plate
gregtech:gt.metaitem.01:20043, Quadruple Rubidium Plate
gregtech:gt.metaitem.01:20045, Quadruple Yttrium Plate
gregtech:gt.metaitem.01:20047, Quadruple Niobium Plate
gregtech:gt.metaitem.01:20048, Quadruple Molybdenum Plate
gregtech:gt.metaitem.01:20052, Quadruple Palladium Plate
gregtech:gt.metaitem.01:20054, Quadruple Silver Plate
gregtech:gt.metaitem.01:20056, Quadruple Indium Plate
gregtech:gt.metaitem.01:20057, Quadruple Tin Plate
gregtech:gt.metaitem.01:20058, Quadruple Antimony Plate
gregtech:gt.metaitem.01:20059, Quadruple Tellurium Plate
gregtech:gt.metaitem.01:20062, Quadruple Caesium Plate
gregtech:gt.metaitem.01:20064, Quadruple Lanthanum Plate
gregtech:gt.metaitem.01:20065, Quadruple Cerium Plate
gregtech:gt.metaitem.01:20066, Quadruple Praseodymium Plate
gregtech:gt.metaitem.01:20067, Quadruple Neodymium Plate
gregtech:gt.metaitem.01:20068, Quadruple Promethium Plate
gregtech:gt.metaitem.01:20069, Quadruple Samarium Plate
gregtech:gt.metaitem.01:20070, Quadruple Europium Plate
gregtech:gt.metaitem.01:20071, Quadruple Gadolinium Plate
gregtech:gt.metaitem.01:20072, Quadruple Terbium Plate
gregtech:gt.metaitem.01:20073, Quadruple Dysprosium Plate
gregtech:gt.metaitem.01:20074, Quadruple Holmium Plate
gregtech:gt.metaitem.01:20075, Quadruple Erbium Plate
gregtech:gt.metaitem.01:20076, Quadruple Thulium Plate
gregtech:gt.metaitem.01:20077, Quadruple Ytterbium Plate
gregtech:gt.metaitem.01:20078, Quadruple Lutetium Plate
gregtech:gt.metaitem.01:20080, Quadruple Tantalum Plate
gregtech:gt.metaitem.01:20081, Quadruple Tungsten Plate
gregtech:gt.metaitem.01:20083, Quadruple Osmium Plate
gregtech:gt.metaitem.01:20084, Quadruple Iridium Plate
gregtech:gt.metaitem.01:20085, Quadruple Platinum Plate
gregtech:gt.metaitem.01:20086, Quadruple Gold Plate
gregtech:gt.metaitem.01:20089, Quadruple Lead Plate
gregtech:gt.metaitem.01:20090, Quadruple Bismuth Plate
gregtech:gt.metaitem.01:20096, Quadruple Thorium Plate
gregtech:gt.metaitem.01:20097, Quadruple Uranium 235 Plate
gregtech:gt.metaitem.01:20098, Quadruple Uranium 238 Plate
gregtech:gt.metaitem.01:20100, Quadruple Plutonium 244 Plate
gregtech:gt.metaitem.01:20101, Quadruple Plutonium 241 Plate
gregtech:gt.metaitem.01:20103, Quadruple Americium Plate
gregtech:gt.metaitem.01:20129, Quadruple Neutronium Plate
gregtech:gt.metaitem.01:20300, Quadruple Bronze Plate
gregtech:gt.metaitem.01:20301, Quadruple Brass Plate
gregtech:gt.metaitem.01:20302, Quadruple Invar Plate
gregtech:gt.metaitem.01:20303, Quadruple Electrum Plate
gregtech:gt.metaitem.01:20304, Quadruple Wrought Iron Plate
gregtech:gt.metaitem.01:20305, Quadruple Steel Plate
gregtech:gt.metaitem.01:20306, Quadruple Stainless Steel Plate
gregtech:gt.metaitem.01:20307, Quadruple Pig Iron Plate
gregtech:gt.metaitem.01:20308, Quadruple Red Alloy Plate
gregtech:gt.metaitem.01:20309, Quadruple Blue Alloy Plate
gregtech:gt.metaitem.01:20310, Quadruple Cupronickel Plate
gregtech:gt.metaitem.01:20311, Quadruple Nichrome Plate
gregtech:gt.metaitem.01:20312, Quadruple Kanthal Plate
gregtech:gt.metaitem.01:20313, Quadruple Magnalium Plate
gregtech:gt.metaitem.01:20314, Quadruple Soldering Alloy Plate
gregtech:gt.metaitem.01:20315, Quadruple Battery Alloy Plate
gregtech:gt.metaitem.01:20316, Quadruple Tungstensteel Plate
gregtech:gt.metaitem.01:20317, Quadruple Osmiridium Plate
gregtech:gt.metaitem.01:20318, Quadruple Sunnarium Plate
gregtech:gt.metaitem.01:20319, Quadruple Adamantium Plate
gregtech:gt.metaitem.01:20320, Quadruple Fluxed Electrum Plate
gregtech:gt.metaitem.01:20321, Quadruple Enderium Plate
gregtech:gt.metaitem.01:20322, Quadruple HSLA Steel Plate
gregtech:gt.metaitem.01:20323, Quadruple Infused Gold Plate
gregtech:gt.metaitem.01:20324, Quadruple Naquadah Plate
gregtech:gt.metaitem.01:20325, Quadruple Naquadah Alloy Plate
gregtech:gt.metaitem.01:20326, Quadruple Enriched Naquadah Plate
gregtech:gt.metaitem.01:20327, Quadruple Naquadria Plate
gregtech:gt.metaitem.01:20328, Quadruple Duranium Plate
gregtech:gt.metaitem.01:20329, Quadruple Tritanium Plate
gregtech:gt.metaitem.01:20330, Quadruple Thaumium Plate
gregtech:gt.metaitem.01:20331, Quadruple Mithril Plate
gregtech:gt.metaitem.01:20332, Quadruple Midasium Plate
gregtech:gt.metaitem.01:20333, Quadruple Astral Silver Plate
gregtech:gt.metaitem.01:20334, Quadruple Black Steel Plate
gregtech:gt.metaitem.01:20335, Quadruple Damascus Steel Plate
gregtech:gt.metaitem.01:20336, Quadruple Shadowiron Plate
gregtech:gt.metaitem.01:20337, Quadruple Shadowsteel Plate
gregtech:gt.metaitem.01:20338, Quadruple Ironwood Plate
gregtech:gt.metaitem.01:20339, Quadruple Steeleaf Plate
gregtech:gt.metaitem.01:20340, Quadruple Meteoric Iron Plate
gregtech:gt.metaitem.01:20341, Quadruple Meteoric Steel Plate
gregtech:gt.metaitem.01:20342, Quadruple Dark Iron Plate
gregtech:gt.metaitem.01:20343, Quadruple Cobalt Brass Plate
gregtech:gt.metaitem.01:20344, Quadruple Ultimet Plate
gregtech:gt.metaitem.01:20345, Quadruple Annealed Copper Plate
gregtech:gt.metaitem.01:20346, Quadruple Fiery Steel Plate
gregtech:gt.metaitem.01:20348, Quadruple Red Steel Plate
gregtech:gt.metaitem.01:20349, Quadruple Blue Steel Plate
gregtech:gt.metaitem.01:20350, Quadruple Sterling Silver Plate
gregtech:gt.metaitem.01:20351, Quadruple Rose Gold Plate
gregtech:gt.metaitem.01:20352, Quadruple Black Bronze Plate
gregtech:gt.metaitem.01:20353, Quadruple Bismuth Bronze Plate
gregtech:gt.metaitem.01:20354, Quadruple Magnetic Iron Plate
gregtech:gt.metaitem.01:20355, Quadruple Magnetic Steel Plate
gregtech:gt.metaitem.01:20356, Quadruple Magnetic Neodymium Plate
gregtech:gt.metaitem.01:20357, Quadruple Vanadium-Gallium Plate
gregtech:gt.metaitem.01:20358, Quadruple Yttrium Barium Cuprate Plate
gregtech:gt.metaitem.01:20359, Quadruple Niobium Nitride Plate
gregtech:gt.metaitem.01:20360, Quadruple Niobium-Titanium Plate
gregtech:gt.metaitem.01:20361, Quadruple Chromium Dioxide Plate
gregtech:gt.metaitem.01:20362, Quadruple Knightmetal Plate
gregtech:gt.metaitem.01:20363, Quadruple Tin Alloy Plate
gregtech:gt.metaitem.01:20364, Quadruple Dark Steel Plate
gregtech:gt.metaitem.01:20370, Quadruple Tungstencarbide Plate
gregtech:gt.metaitem.01:20371, Quadruple Vanadiumsteel Plate
gregtech:gt.metaitem.01:20372, Quadruple HSS-G Plate
gregtech:gt.metaitem.01:20373, Quadruple HSS-E Plate
gregtech:gt.metaitem.01:20374, Quadruple HSS-S Plate
gregtech:gt.metaitem.01:20470, Quadruple Epoxid Plate
gregtech:gt.metaitem.01:20471, Quadruple Silicone Plate
gregtech:gt.metaitem.01:20472, Quadruple Polycaprolactam Plate
gregtech:gt.metaitem.01:20473, Quadruple Polytetrafluoroethylene Plate
gregtech:gt.metaitem.01:20489, Quadruple Vulcanite Plate
gregtech:gt.metaitem.01:20490, Quadruple Infuscolium Plate
gregtech:gt.metaitem.01:20521, Quadruple Force Plate
gregtech:gt.metaitem.01:20770, Quadruple Endium Plate
gregtech:gt.metaitem.01:20829, Quadruple Deep Iron Plate
gregtech:gt.metaitem.01:20879, Cardboard
gregtech:gt.metaitem.01:20884, Quadruple Desh Plate
gregtech:gt.metaitem.01:20950, Quadruple Ignatius Plate
gregtech:gt.metaitem.01:20951, Quadruple Vyroxeres Plate
gregtech:gt.metaitem.01:20952, Quadruple Ceruclase Plate
gregtech:gt.metaitem.01:20953, Quadruple Kalendrite Plate
gregtech:gt.metaitem.01:20954, Quadruple Inolashite Plate
gregtech:gt.metaitem.01:20955, Quadruple Sanguinite Plate
gregtech:gt.metaitem.01:20956, Quadruple Tartarite Plate
gregtech:gt.metaitem.01:20957, Quadruple Hepatizon Plate
gregtech:gt.metaitem.01:20958, Quadruple Angmallen Plate
gregtech:gt.metaitem.01:20959, Quadruple Eximite Plate
gregtech:gt.metaitem.01:20960, Quadruple Prometheum Plate
gregtech:gt.metaitem.01:20961, Quadruple Oureclase Plate
gregtech:gt.metaitem.01:20962, Quadruple Carmot Plate
gregtech:gt.metaitem.01:20963, Quadruple Haderoth Plate
gregtech:gt.metaitem.01:20964, Quadruple Celenegil Plate
gregtech:gt.metaitem.01:20965, Quadruple Atlarus Plate
gregtech:gt.metaitem.01:20966, Quadruple Orichalcum Plate
gregtech:gt.metaitem.01:21006, Quintuple Lithium Plate
gregtech:gt.metaitem.01:21008, Quintuple Beryllium Plate
gregtech:gt.metaitem.01:21010, Quintuple Carbon Plate
gregtech:gt.metaitem.01:21018, Quintuple Magnesium Plate
gregtech:gt.metaitem.01:21019, Quintuple Aluminium Plate
gregtech:gt.metaitem.01:21020, Quintuple Silicon Plate
gregtech:gt.metaitem.01:21025, Quintuple Potassium Plate
gregtech:gt.metaitem.01:21027, Quintuple Scandium Plate
gregtech:gt.metaitem.01:21028, Quintuple Titanium Plate
gregtech:gt.metaitem.01:21029, Quintuple Vanadium Plate
gregtech:gt.metaitem.01:21030, Quintuple Chrome Plate
gregtech:gt.metaitem.01:21031, Quintuple Manganese Plate
gregtech:gt.metaitem.01:21032, Quintuple Iron Plate
gregtech:gt.metaitem.01:21033, Quintuple Cobalt Plate
gregtech:gt.metaitem.01:21034, Quintuple Nickel Plate
gregtech:gt.metaitem.01:21035, Quintuple Copper Plate
gregtech:gt.metaitem.01:21036, Quintuple Zinc Plate
gregtech:gt.metaitem.01:21037, Quintuple Gallium Plate
gregtech:gt.metaitem.01:21039, Quintuple Arsenic Plate
